,movie_title,title_year,actor_1_name,actor_2_name,actor_3_name,director_name,title_year
261,300: Rise of an Empire ,2014.0,Eva Green,Sullivan Stapleton,Peter Mensah,Noam Murro,2014.0
262,The Smurfs ,2011.0,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Raja Gosnell,2011.0
263,Home on the Range ,2004.0,Steve Buscemi,Roseanne Barr,G.W. Bailey,Will Finn,2004.0
264,Allegiant ,2016.0,Naomi Watts,Theo James,Zoë Kravitz,Robert Schwentke,2016.0
265,Real Steel ,2011.0,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Shawn Levy,2011.0
266,The Smurfs 2 ,2013.0,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Raja Gosnell,2013.0
267,Speed 2: Cruise Control ,1997.0,Jason Patric,Temuera Morrison,Lois Chiles,Jan de Bont,1997.0
268,Ender's Game ,2013.0,Harrison Ford,Moises Arias,Aramis Knight,Gavin Hood,2013.0
269,Live Free or Die Hard ,2007.0,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Len Wiseman,2007.0
270,The Lord of the Rings: The Fellowship of the Ring ,2001.0,Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,2001.0
272,Ali ,2001.0,Will Smith,Jada Pinkett Smith,Joe Morton,Michael Mann,2001.0
273,The Cat in the Hat ,2003.0,Sean Hayes,Kelly Preston,Spencer Breslin,Bo Welch,2003.0
274,"I, Robot ",2004.0,Will Smith,Bruce Greenwood,Chi McBride,Alex Proyas,2004.0
275,Kingdom of Heaven ,2005.0,Liam Neeson,Orlando Bloom,Philip Glenister,Ridley Scott,2005.0
276,Stuart Little ,1999.0,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Rob Minkoff,1999.0
277,The Princess and the Frog ,2009.0,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Ron Clements,2009.0
278,The Martian ,2015.0,Matt Damon,Donald Glover,Benedict Wong,Ridley Scott,2015.0
279,"10,000 B.C.             ",,Mathew Buck,,,Christopher Barnard,
281,Town & Country ,2001.0,Del Zamora,Warren Beatty,Garry Shandling,Peter Chelsom,2001.0
282,Gone in Sixty Seconds ,2000.0,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Dominic Sena,2000.0
283,Gladiator ,2000.0,Djimon Hounsou,Connie Nielsen,Oliver Reed,Ridley Scott,2000.0
284,Minority Report ,2002.0,Tom Cruise,Frank Grillo,Jessica Capshaw,Steven Spielberg,2002.0
285,Harry Potter and the Chamber of Secrets ,2002.0,Daniel Radcliffe,Rupert Grint,Emma Watson,Chris Columbus,2002.0
288,Terminator 2: Judgment Day ,1991.0,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,James Cameron,1991.0
289,Public Enemies ,2009.0,Johnny Depp,Christian Bale,Stephen Graham,Michael Mann,2009.0
290,American Gangster ,2007.0,Denzel Washington,Ruby Dee,RZA,Ridley Scott,2007.0
291,True Lies ,1994.0,Jamie Lee Curtis,Tia Carrere,Tom Arnold,James Cameron,1994.0
292,The Taking of Pelham 1 2 3 ,2009.0,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Tony Scott,2009.0
293,Little Fockers ,2010.0,Robert De Niro,Blythe Danner,Teri Polo,Paul Weitz,2010.0
294,The Other Guys ,2010.0,Dwayne Johnson,Will Ferrell,Derek Jeter,Adam McKay,2010.0
295,Eraser ,1996.0,Vanessa Williams,James Coburn,Roma Maffia,Chuck Russell,1996.0
296,Django Unchained ,2012.0,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Quentin Tarantino,2012.0
297,The Hunchback of Notre Dame ,1996.0,Demi Moore,Jason Alexander,Bill Fagerbakke,Gary Trousdale,1996.0
298,The Emperor's New Groove ,2000.0,Eartha Kitt,Wendie Malick,John Fiedler,Mark Dindal,2000.0
299,The Expendables 2 ,2012.0,Jason Statham,Sylvester Stallone,Bruce Willis,Simon West,2012.0
300,National Treasure ,2004.0,Nicolas Cage,Armando Riesco,Annie Parisse,Jon Turteltaub,2004.0
301,Eragon ,2006.0,Djimon Hounsou,Ed Speleers,Gary Lewis,Stefen Fangmeier,2006.0
302,Where the Wild Things Are ,2009.0,Catherine O'Hara,Ryan Corr,Max Records,Spike Jonze,2009.0
304,Epic ,2013.0,Josh Hutcherson,Emma Kenney,Troy Evans,Chris Wedge,2013.0
306,End of Days ,1999.0,CCH Pounder,Mark Margolis,Udo Kier,Peter Hyams,1999.0
307,Blood Diamond ,2006.0,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Edward Zwick,2006.0
308,The Wolf of Wall Street ,2013.0,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Martin Scorsese,2013.0
309,Batman Forever ,1995.0,Michael Gough,Rene Auberjonois,Debi Mazar,Joel Schumacher,1995.0
310,Starship Troopers ,1997.0,Jake Busey,Patrick Muldoon,Seth Gilliam,Paul Verhoeven,1997.0
311,Cloud Atlas ,2012.0,Tom Hanks,Jim Sturgess,Jim Broadbent,Tom Tykwer,2012.0
312,Legend of the Guardians: The Owls of Ga'Hoole ,2010.0,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Zack Snyder,2010.0
313,Catwoman ,2004.0,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Pitof,2004.0
314,Hercules ,2014.0,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Brett Ratner,2014.0
315,Treasure Planet ,2002.0,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Ron Clements,2002.0
316,Land of the Lost ,2009.0,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Brad Silberling,2009.0
317,The Expendables 3 ,2014.0,Jason Statham,Sylvester Stallone,Harrison Ford,Patrick Hughes,2014.0
319,Son of the Mask ,2005.0,Jamie Kennedy,Traylor Howard,Ben Stein,Lawrence Guterman,2005.0
320,In the Heart of the Sea ,2015.0,Chris Hemsworth,Benjamin Walker,Frank Dillane,Ron Howard,2015.0
321,The Adventures of Pluto Nash ,2002.0,Rosario Dawson,Randy Quaid,Burt Young,Ron Underwood,2002.0
322,Green Zone ,2010.0,Matt Damon,Sean Huze,Igal Naor,Paul Greengrass,2010.0
323,The Peanuts Movie ,2015.0,Francesca Capaldi,Venus Schultheis,Bill Melendez,Steve Martino,2015.0
324,The Spanish Prisoner ,1997.0,Ben Gazzara,Felicity Huffman,Campbell Scott,David Mamet,1997.0
325,The Mummy Returns ,2001.0,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Stephen Sommers,2001.0
326,Gangs of New York ,2002.0,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Martin Scorsese,2002.0
327,The Flowers of War ,2011.0,Christian Bale,Ni Ni,Shigeo Kobayashi,Yimou Zhang,2011.0
328,Surf's Up ,2007.0,Jeff Bridges,Zooey Deschanel,Jon Heder,Ash Brannon,2007.0
329,The Stepford Wives ,2004.0,Jon Lovitz,Matthew Broderick,Roger Bart,Frank Oz,2004.0
330,Black Hawk Down ,2001.0,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Ridley Scott,2001.0
331,The Campaign ,2012.0,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Jay Roach,2012.0
332,The Fifth Element ,1997.0,Milla Jovovich,Bruce Willis,Gary Oldman,Luc Besson,1997.0
333,Sex and the City 2 ,2010.0,Chris Noth,Liza Minnelli,Kristin Davis,Michael Patrick King,2010.0
334,The Road to El Dorado ,2000.0,Frank Welker,Rosie Perez,Elton John,Bibo Bergeron,2000.0
335,Ice Age: Continental Drift ,2012.0,Peter Dinklage,Josh Gad,Drake,Steve Martino,2012.0
338,Finding Nemo ,2003.0,Alexander Gould,Stephen Root,Brad Garrett,Andrew Stanton,2003.0
339,The Lord of the Rings: The Return of the King ,2003.0,Orlando Bloom,Billy Boyd,Bernard Hill,Peter Jackson,2003.0
340,The Lord of the Rings: The Two Towers ,2002.0,Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,2002.0
341,Seventh Son ,2014.0,Jeff Bridges,Djimon Hounsou,Olivia Williams,Sergey Bodrov,2014.0
342,Lara Croft: Tomb Raider ,2001.0,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Simon West,2001.0
343,Transcendence ,2014.0,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Wally Pfister,2014.0
344,Jurassic Park III ,2001.0,Michael Jeter,Trevor Morgan,Alessandro Nivola,Joe Johnston,2001.0
345,Rise of the Planet of the Apes ,2011.0,James Franco,David Oyelowo,Tyler Labine,Rupert Wyatt,2011.0
346,The Spiderwick Chronicles ,2008.0,Martin Short,Tod Fennell,Joan Plowright,Mark Waters,2008.0
347,A Good Day to Die Hard ,2013.0,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,John Moore,2013.0
348,The Alamo ,2004.0,Dennis Quaid,Marc Blucas,Jordi Mollà,John Lee Hancock,2004.0
349,The Incredibles ,2004.0,Holly Hunter,Craig T. Nelson,Lou Romano,Brad Bird,2004.0
350,Cutthroat Island ,1995.0,Christopher Masterson,Frank Langella,Matthew Modine,Renny Harlin,1995.0
351,Percy Jackson & the Olympians: The Lightning Thief ,2010.0,Logan Lerman,Rosario Dawson,Steve Coogan,Chris Columbus,2010.0
352,Men in Black ,1997.0,Will Smith,Rip Torn,Linda Fiorentino,Barry Sonnenfeld,1997.0
353,Toy Story 2 ,1999.0,Tom Hanks,John Ratzenberger,Wayne Knight,John Lasseter,1999.0
354,Unstoppable ,2010.0,Denzel Washington,Rosario Dawson,Ethan Suplee,Tony Scott,2010.0
355,Rush Hour 2 ,2001.0,Mei Melançon,John Lone,Harris Yulin,Brett Ratner,2001.0
356,What Lies Beneath ,2000.0,Harrison Ford,Amber Valletta,Miranda Otto,Robert Zemeckis,2000.0
357,Cloudy with a Chance of Meatballs ,2009.0,Will Forte,Bobb'e J. Thompson,Al Roker,Phil Lord,2009.0
358,Ice Age: Dawn of the Dinosaurs ,2009.0,Denis Leary,Maile Flanagan,Kelly Keaton,Carlos Saldanha,2009.0
359,The Secret Life of Walter Mitty ,2013.0,Adam Scott,Adrian Martinez,Joey Slotnick,Ben Stiller,2013.0
360,Charlie's Angels ,2000.0,Bill Murray,LL Cool J,Kelly Lynch,McG,2000.0
361,The Departed ,2006.0,Leonardo DiCaprio,Matt Damon,Ray Winstone,Martin Scorsese,2006.0
362,Mulan ,1998.0,Ming-Na Wen,Harvey Fierstein,June Foray,Tony Bancroft,1998.0
363,Tropic Thunder ,2008.0,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Ben Stiller,2008.0
364,The Girl with the Dragon Tattoo ,2011.0,Robin Wright,Goran Visnjic,Joely Richardson,David Fincher,2011.0
365,Die Hard with a Vengeance ,1995.0,Bruce Willis,Aldis Hodge,Kevin Chamberlin,John McTiernan,1995.0
366,Sherlock Holmes ,2009.0,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Guy Ritchie,2009.0
368,Atlantis: The Lost Empire ,2001.0,Leonard Nimoy,Jim Varney,Cree Summer,Gary Trousdale,2001.0
369,Alvin and the Chipmunks: The Road Chip ,2015.0,Bella Thorne,Joshua Mikel,Jesse McCartney,Walt Becker,2015.0
370,Valkyrie ,2008.0,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Bryan Singer,2008.0
371,You Don't Mess with the Zohan ,2008.0,Adam Sandler,Sayed Badreya,Kevin Nealon,Dennis Dugan,2008.0
372,Pixels ,2015.0,Peter Dinklage,Adam Sandler,Josh Gad,Chris Columbus,2015.0
373,A.I. Artificial Intelligence ,2001.0,Haley Joel Osment,William Hurt,Kevin Sussman,Steven Spielberg,2001.0
374,The Haunted Mansion ,2003.0,Marsha Thomason,Rachael Harris,Marc John Jefferies,Rob Minkoff,2003.0
375,Contact ,1997.0,Matthew McConaughey,Tom Skerritt,Larry King,Robert Zemeckis,1997.0
376,Hollow Man ,2000.0,Greg Grunberg,Kim Dickens,Joey Slotnick,Paul Verhoeven,2000.0
377,The Interpreter ,2005.0,Curtiss Cook,George Harris,Michael Wright,Sydney Pollack,2005.0
378,Percy Jackson: Sea of Monsters ,2013.0,Logan Lerman,Leven Rambin,Brandon T. Jackson,Thor Freudenthal,2013.0
379,Lara Croft Tomb Raider: The Cradle of Life ,2003.0,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Jan de Bont,2003.0
380,Now You See Me 2 ,2016.0,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Jon M. Chu,2016.0
381,The Saint ,1997.0,Alun Armstrong,Michael Byrne,Velibor Topic,Phillip Noyce,1997.0
382,Spy Game ,2001.0,Brad Pitt,Stephen Dillane,Catherine McCormack,Tony Scott,2001.0
383,Mission to Mars ,2000.0,Don Cheadle,Connie Nielsen,Kim Delaney,Brian De Palma,2000.0
384,Rio ,2011.0,Anne Hathaway,Wanda Sykes,Will.i.am,Carlos Saldanha,2011.0
385,Bicentennial Man ,1999.0,Robin Williams,Oliver Platt,John Michael Higgins,Chris Columbus,1999.0
386,Volcano ,1997.0,Don Cheadle,Anne Heche,Gaby Hoffmann,Mick Jackson,1997.0
387,The Devil's Own ,1997.0,Harrison Ford,Brad Pitt,Natascha McElhone,Alan J. Pakula,1997.0
388,K-19: The Widowmaker ,2002.0,Liam Neeson,Christian Camargo,Lex Shrapnel,Kathryn Bigelow,2002.0
391,Cinderella Man ,2005.0,Paddy Considine,Bruce McGill,Rosemarie DeWitt,Ron Howard,2005.0
392,The Nutcracker in 3D ,2010.0,Shirley Henderson,Nathan Lane,Richard E. Grant,Andrey Konchalovskiy,2010.0
393,Seabiscuit ,2003.0,Jeff Bridges,Michael Angarano,Michael O'Neill,Gary Ross,2003.0
394,Twister ,1996.0,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Jan de Bont,1996.0
396,Cast Away ,2000.0,Tom Hanks,Paul Sanchez,Nick Searcy,Robert Zemeckis,2000.0
397,Happy Feet ,2006.0,Robin Williams,Hugh Jackman,Elizabeth Daily,George Miller,2006.0
398,The Bourne Supremacy ,2004.0,Matt Damon,Joan Allen,Oksana Akinshina,Paul Greengrass,2004.0
399,Air Force One ,1997.0,Harrison Ford,Gary Oldman,Dean Stockwell,Wolfgang Petersen,1997.0
400,Ocean's Eleven ,2001.0,Brad Pitt,Bernie Mac,Elliott Gould,Steven Soderbergh,2001.0
401,The Three Musketeers ,2011.0,Milla Jovovich,Logan Lerman,Orlando Bloom,Paul W.S. Anderson,2011.0
402,Hotel Transylvania ,2012.0,Steve Buscemi,Adam Sandler,Jon Lovitz,Genndy Tartakovsky,2012.0
403,Enchanted ,2007.0,Jeff Bennett,Teala Dunn,Fred Tatasciore,Kevin Lima,2007.0
404,Hannibal             ,,Caroline Dhavernas,Scott Thompson,Hettienne Park,,
405,Safe House ,2012.0,Denzel Washington,Ryan Reynolds,Sam Shepard,Daniel Espinosa,2012.0
406,102 Dalmatians ,2000.0,Ioan Gruffudd,Eric Idle,Jim Carter,Kevin Lima,2000.0
407,Tower Heist ,2011.0,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Brett Ratner,2011.0
408,The Holiday ,2006.0,Kate Winslet,Rufus Sewell,Sarah Parish,Nancy Meyers,2006.0
409,Enemy of the State ,1998.0,Will Smith,Jake Busey,Lisa Bonet,Tony Scott,1998.0
410,It's Complicated ,2009.0,Meryl Streep,Hunter Parrish,Zoe Kazan,Nancy Meyers,2009.0
411,Ocean's Thirteen ,2007.0,Al Pacino,Matt Damon,Brad Pitt,Steven Soderbergh,2007.0
412,Open Season ,2006.0,Jon Favreau,Debra Messing,Jane Krakowski,Roger Allers,2006.0
413,Divergent ,2014.0,Kate Winslet,Theo James,Mekhi Phifer,Neil Burger,2014.0
414,Enemy at the Gates ,2001.0,Bob Hoskins,Gabriel Thomson,Clemens Schick,Jean-Jacques Annaud,2001.0
415,The Rundown ,2003.0,Dwayne Johnson,Rosario Dawson,Ewen Bremner,Peter Berg,2003.0
416,Last Action Hero ,1993.0,F. Murray Abraham,Tom Noonan,Joan Plowright,John McTiernan,1993.0
417,Memoirs of a Geisha ,2005.0,Li Gong,Mako,Karl Yune,Rob Marshall,2005.0
418,The Fast and the Furious: Tokyo Drift ,2006.0,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Justin Lin,2006.0
419,Arthur Christmas ,2011.0,Jim Broadbent,Imelda Staunton,Michael Palin,Sarah Smith,2011.0
420,Meet Joe Black ,1998.0,Anthony Hopkins,Brad Pitt,Jake Weber,Martin Brest,1998.0
421,Collateral Damage ,2002.0,Raymond Cruz,Rick Worthy,Jsu Garcia,Andrew Davis,2002.0
422,All That Jazz ,1979.0,Roy Scheider,Ben Vereen,Max Wright,Bob Fosse,1979.0
423,Mirror Mirror ,2012.0,Julia Roberts,Nathan Lane,Danny Woodburn,Tarsem Singh,2012.0
424,Scott Pilgrim vs. the World ,2010.0,Anna Kendrick,Kieran Culkin,Ellen Wong,Edgar Wright,2010.0
425,The Core ,2003.0,Glenn Morshower,Tchéky Karyo,Rekha Sharma,Jon Amiel,2003.0
426,Nutty Professor II: The Klumps ,2000.0,Larry Miller,Janet Jackson,Chris Elliott,Peter Segal,2000.0
427,Scooby-Doo ,2002.0,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Raja Gosnell,2002.0
429,Click ,2006.0,Adam Sandler,Cameron Monaghan,Julie Kavner,Frank Coraci,2006.0
431,Cats & Dogs: The Revenge of Kitty Galore ,2010.0,Jack McBrayer,Sean Hayes,Katt Williams,Brad Peyton,2010.0
432,Jumper ,2008.0,Kristen Stewart,Hayden Christensen,Tom Hulce,Doug Liman,2008.0
433,Hellboy II: The Golden Army ,2008.0,Seth MacFarlane,Iván Kamarás,Brian Steele,Guillermo del Toro,2008.0
434,Zodiac ,2007.0,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,David Fincher,2007.0
435,The 6th Day ,2000.0,Robert Duvall,Michael Rapaport,Tony Goldwyn,Roger Spottiswoode,2000.0
436,Bruce Almighty ,2003.0,Morgan Freeman,Steve Carell,Lisa Ann Walter,Tom Shadyac,2003.0
437,The Expendables ,2010.0,Jason Statham,Sylvester Stallone,Jet Li,Sylvester Stallone,2010.0
438,Mission: Impossible ,1996.0,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Brian De Palma,1996.0
439,The Hunger Games ,2012.0,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Gary Ross,2012.0
440,The Hangover Part II ,2011.0,Bradley Cooper,Mason Lee,Mike Tyson,Todd Phillips,2011.0
441,Batman Returns ,1992.0,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Tim Burton,1992.0
442,Over the Hedge ,2006.0,Bruce Willis,Steve Carell,Catherine O'Hara,Tim Johnson,2006.0
443,Lilo & Stitch ,2002.0,Tia Carrere,Jason Scott Lee,David Ogden Stiers,Dean DeBlois,2002.0
444,Charlotte's Web ,2006.0,Steve Buscemi,Julia Roberts,Oprah Winfrey,Gary Winick,2006.0
445,Deep Impact ,1998.0,Morgan Freeman,Jon Favreau,Robert Duvall,Mimi Leder,1998.0
446,RED 2 ,2013.0,Bruce Willis,Anthony Hopkins,Garrick Hagon,Dean Parisot,2013.0
447,The Longest Yard ,2005.0,Adam Sandler,Steve Reevis,Dalip Singh,Peter Segal,2005.0
448,Alvin and the Chipmunks: Chipwrecked ,2011.0,Amy Poehler,Jesse McCartney,Lauren Gottlieb,Mike Mitchell,2011.0
449,Grown Ups 2 ,2013.0,Steve Buscemi,Adam Sandler,Jon Lovitz,Dennis Dugan,2013.0
450,Get Smart ,2008.0,Bill Murray,Dwayne Johnson,Anne Hathaway,Peter Segal,2008.0
451,Something's Gotta Give ,2003.0,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Nancy Meyers,2003.0
452,Shutter Island ,2010.0,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Martin Scorsese,2010.0
453,Four Christmases ,2008.0,Jon Favreau,Robert Duvall,Katy Mixon,Seth Gordon,2008.0
454,Robots ,2005.0,Jim Broadbent,Drew Carey,Paula Abdul,Chris Wedge,2005.0
455,Face/Off ,1997.0,Nicolas Cage,CCH Pounder,Joan Allen,John Woo,1997.0
456,Bedtime Stories ,2008.0,Adam Sandler,Carmen Electra,Kathryn Joosten,Adam Shankman,2008.0
457,Road to Perdition ,2002.0,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,Sam Mendes,2002.0
458,Just Go with It ,2011.0,Adam Sandler,Bailee Madison,Kevin Nealon,Dennis Dugan,2011.0
459,Daredevil             ,,Elden Henson,Royce Johnson,Charlie Cox,,
460,Con Air ,1997.0,Steve Buscemi,Monica Potter,Dave Chappelle,Simon West,1997.0
461,Eagle Eye ,2008.0,Rosario Dawson,Ethan Embry,Cameron Boyce,D.J. Caruso,2008.0
462,Cold Mountain ,2003.0,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,Anthony Minghella,2003.0
463,The Book of Eli ,2010.0,Denzel Washington,Mila Kunis,Gary Oldman,Albert Hughes,2010.0
464,Flubber ,1997.0,Robin Williams,Jodi Benson,Sam Lloyd,Les Mayfield,1997.0
465,The Haunting ,1999.0,Liam Neeson,Lili Taylor,Virginia Madsen,Jan de Bont,1999.0
466,Space Jam ,1996.0,Bill Murray,Wayne Knight,Michael Jordan,Joe Pytka,1996.0
467,The Pink Panther ,2006.0,Roger Rees,Henry Czerny,William Abadie,Shawn Levy,2006.0
469,Conspiracy Theory ,1997.0,Julia Roberts,Alex McArthur,Michael Potts,Richard Donner,1997.0
470,Fury ,2014.0,Brad Pitt,Logan Lerman,Jim Parrack,David Ayer,2014.0
471,Six Days Seven Nights ,1998.0,Harrison Ford,Anne Heche,Amy Sedaris,Ivan Reitman,1998.0
472,Yogi Bear ,2010.0,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Eric Brevig,2010.0
473,Spirit: Stallion of the Cimarron ,2002.0,Matt Damon,Charles Napier,Zahn McClarnon,Kelly Asbury,2002.0
474,Zookeeper ,2011.0,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Frank Coraci,2011.0
475,Lost in Space ,1998.0,Gary Oldman,William Hurt,June Lockhart,Stephen Hopkins,1998.0
476,The Manchurian Candidate ,2004.0,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Jonathan Demme,2004.0
477,Déjà Vu ,1997.0,Vanessa Redgrave,Stephen Dillane,Michael Brandon,Henry Jaglom,1997.0
478,Hotel Transylvania 2 ,2015.0,Steve Buscemi,Adam Sandler,Fran Drescher,Genndy Tartakovsky,2015.0
479,Bewitched             ,,Elizabeth Montgomery,Agnes Moorehead,Dick York,,
480,Fantasia 2000 ,1999.0,Quincy Jones,Penn Jillette,Russi Taylor,James Algar,1999.0
481,The Time Machine ,2002.0,Mark Addy,Alan Young,Josh Stamberg,Simon Wells,2002.0
482,Mighty Joe Young ,1998.0,Charlize Theron,Mika Boorem,David Paymer,Ron Underwood,1998.0
483,Swordfish ,2001.0,Hugh Jackman,Don Cheadle,Sam Shepard,Dominic Sena,2001.0
484,The Legend of Zorro ,2005.0,Michael Emerson,Nick Chinlund,Adrian Alonso,Martin Campbell,2005.0
485,What Dreams May Come ,1998.0,Robin Williams,Annabella Sciorra,Rosalind Chao,Vincent Ward,1998.0
486,Little Nicky ,2000.0,Adam Sandler,Jon Lovitz,Michael McKean,Steven Brill,2000.0
487,The Brothers Grimm ,2005.0,Matt Damon,Heath Ledger,Mackenzie Crook,Terry Gilliam,2005.0
488,Mars Attacks! ,1996.0,Natalie Portman,Martin Short,Lukas Haas,Tim Burton,1996.0
489,Evolution ,2015.0,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,Lucile Hadzihalilovic,2015.0
490,The Edge ,1997.0,Anthony Hopkins,Harold Perrineau,Bart the Bear,Lee Tamahori,1997.0
491,Surrogates ,2009.0,Bruce Willis,Devin Ratray,Boris Kodjoe,Jonathan Mostow,2009.0
492,Thirteen Days ,2000.0,Bruce Greenwood,Jon Foster,Bruce Thomas,Roger Donaldson,2000.0
493,Daylight ,1996.0,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Rob Cohen,1996.0
494,Walking with Dinosaurs 3D ,2013.0,Charlie Rowe,Tiya Sircar,Madison Rothschild,Barry Cook,2013.0
495,Battlefield Earth ,2000.0,Richard Tyson,Michael Byrne,John Topor,Roger Christian,2000.0
496,Looney Tunes: Back in Action ,2003.0,Brendan Fraser,Jenna Elfman,Heather Locklear,Joe Dante,2003.0
497,Nine ,2009.0,Fergie,Elio Germano,Andrea Di Stefano,Rob Marshall,2009.0
498,Timeline ,2003.0,Paul Walker,Gerard Butler,Ethan Embry,Richard Donner,2003.0
499,The Postman ,1997.0,Olivia Williams,Brian Anthony Wilson,Larenz Tate,Kevin Costner,1997.0
500,Babe: Pig in the City ,1998.0,Adam Goldberg,Elizabeth Daily,Glenne Headly,George Miller,1998.0
501,The Last Witch Hunter ,2015.0,Vin Diesel,Joseph Gilgun,Lotte Verbeek,Breck Eisner,2015.0
502,Red Planet ,2000.0,Bob Neill,Val Kilmer,Tom Sizemore,Antony Hoffman,2000.0
503,Arthur and the Invisibles ,2006.0,Mia Farrow,Adam LeFevre,Penny Balfour,Luc Besson,2006.0
504,Oceans ,2009.0,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa,Jacques Perrin,2009.0
505,A Sound of Thunder ,2005.0,David Oyelowo,Catherine McCormack,Jemima Rooper,Peter Hyams,2005.0
506,Pompeii ,2014.0,Sasha Roiz,Currie Graham,Dylan Schombing,Paul W.S. Anderson,2014.0
507,Top Cat Begins ,2015.0,Sariann Monaco,David Hoffman,Ben Diskin,Andrés Couturier,2015.0
508,A Beautiful Mind ,2001.0,Adam Goldberg,Austin Pendleton,Judd Hirsch,Ron Howard,2001.0
509,The Lion King ,1994.0,Matthew Broderick,Nathan Lane,Niketa Calame,Roger Allers,1994.0
510,Journey 2: The Mysterious Island ,2012.0,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Brad Peyton,2012.0
511,Cloudy with a Chance of Meatballs 2 ,2013.0,Will Forte,Khamani Griffin,Melissa Sturm,Cody Cameron,2013.0
512,Red Dragon ,2002.0,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,Brett Ratner,2002.0
513,Hidalgo ,2004.0,J.K. Simmons,Viggo Mortensen,Peter Mensah,Joe Johnston,2004.0
